1019930573,2023-09-26 11:59:05.197638,Horsens IC,Randers Cimbria,BASKETBALL,2.55,10.5,1.01,1.46,1.6,2.18,5,2
1019930769,2023-09-26 11:59:05.220833,Umeå BSKT,Borås Basket,BASKETBALL,15,1.15,4.6,-1,10,1.04,1,23
1019931549,2023-09-26 08:28:22.172417,Kauhajoki,Ironi Ness Ziona,BASKETBALL,17,1.52,2.38,-1,3.1,1.37,21,51
1019931551,2023-09-26 13:28:49.414241,KK Mornar,Monbus Obradoiro,BASKETBALL,10.5,1.1,5.8,1.01,8,1.07,6,5
1019945016,2023-09-26 13:58:13.027987,Nancy SLUC,Dijon JDA,BASKETBALL,3.05,9.5,1.02,1.32,2.02,1.8,19,16
1019945017,2023-09-26 13:58:13.003435,ADA Blois Basket 41,Bourg-en-Bresse,BASKETBALL,3.4,10,1.01,1.3,3.4,1.32,0,8
1019945020,2023-09-26 13:58:33.573434,Nanterre,Chorale Roanne,BASKETBALL,7.5,2.9,1.36,1.05,1.56,2.43,26,33
1019945038,2023-09-26 11:29:08.492468,AS Monaco,Saint-Quentin,BASKETBALL,8,18,1.01,1.05,1.01,18,37,37
1020115187,2023-09-26 17:32:39.155426,Santo Andre/Apaba (F),São José (W),BASKETBALL,1.17,10.5,1.01,4.25,1.17,4.25,0,50
1020115191,2023-09-26 19:02:31.293064,CA Paulistano,São José Basketball,BASKETBALL,17,2.95,1.35,-1,1.49,2.45,38,36
1020115234,2023-09-26 09:27:49.253469,Maccabi Tel Aviv,Elitzur Kiryat Ata,BASKETBALL,1.09,20,-1,5.8,1.02,10.5,22,35
1020115245,2023-09-26 12:58:02.863982,La Rochelle Rupella,EB Pau-Lacq-Orthez,BASKETBALL,3.95,16,-1,1.21,1.98,1.77,15,7
1020115246,2023-09-26 12:58:23.415543,Nantes,Orléans Loiret Basket,BASKETBALL,1.32,10.5,1.01,3.1,1.21,4.2,6,41
1020115248,2023-09-26 12:58:23.389396,Lille Basket,Denain,BASKETBALL,2.48,16,-1,1.48,1.49,2.5,16,39
